S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A,xenbase_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,xenbase_gene_symbol,xenbase_gene_name,xenbase_gene_synomyms,db_xrefs,log2_S14_C_5,log2_S14_C_6,log2_S14_C_A,log2_S14_F_5,log2_S14_F_6,log2_S14_F_A
1116.241627790288,1168.1699861960517,1230.2700452058164,1501.8779226371528,1505.1431973195572,1950.955443073782,XB-GENE-1002926,1412.1097037037746,0.4880785518326422,0.13862619727545028,3.520824789435939,4.3020677746217735e-4,0.02778858229646012,btg1.S,"B-cell translocation gene 1, anti-proliferative S homeolog",xbtg1,NCBI_Gene:380519|UniprotKB:Q9PVQ0,10.124434931779682,10.190035742854993,10.264760480304597,10.552552796081667,10.555685992771606,10.92996585345325
118.47160411795656,103.43890078477432,60.73485033294537,172.27831860037645,284.5261242570051,308.09014372184674,XB-GENE-1005938,174.5899903024841,1.443897442284311,0.3131540754286399,4.610821175831511,4.010814498319113e-6,6.084284054116813e-4,cdc42bpb.L,CDC42 binding protein kinase beta L homeolog,LOC108699771,NCBI_Gene:399223|UniprotKB:Q5I016|UniprotKB:Q8AVM0|UniprotKB:A0A1L8FA02|UniprotKB:A0A8J0T8I7|UniprotKB:A0A8J0QFJ1|UniprotKB:A0A974C8B7,6.888409675289714,6.692648986263461,5.924476437232186,7.428605712327118,8.152422382432283,8.26721340155085
93.47300875361712,157.22712919285698,181.42589907149065,143.79682238015292,564.7843566501551,266.61647052852123,XB-GENE-1006209,234.553947762799,1.004071616058407,0.27052829994015826,3.711521553495552,2.060171215854723e-4,0.01574536962834922,plk2.L,polo-like kinase 2 L homeolog,Plx2,NCBI_Gene:379122|UniprotKB:Q90XS4,6.546493361972963,7.296715538520333,7.503244561187193,7.167898018089195,9.141558873705932,8.058627508157553
61.953040685536926,34.47963359492478,80.97980044392716,261.8908310981529,338.5860878658361,1001.292967096002,XB-GENE-1010304,296.5303934640633,3.0106741879794807,0.2827784046198795,10.646761346668368,1.8053714651625883e-26,1.8075379109207838e-22,alpl.L,"alkaline phosphatase, liver/bone/kidney L homeolog",NA,NCBI_Gene:380589|UniprotKB:Q7ZYJ4,5.953126473893764,5.107714379635067,6.3395079980990285,8.03282724977639,8.4033831463895,9.967649877826615
10.868954506234548,1.379185343796991,2.3359557820363603,127.81939767124705,93.89362100481168,233.60681227260903,XB-GENE-1011603,78.31732109678929,5.287213293370937,0.957397903337978,5.522482632285919,3.3424284720368176e-8,9.044430773522329e-6,pnp.L,purine nucleoside phosphorylase L homeolog,nucleoside phosphorylase|punp,NCBI_Gene:379499|UniprotKB:A0A1L8HZH9|UniprotKB:Q7SYP6,3.4422739971875287,0.46486201817872763,1.2246304368848044,6.997974270746553,6.552970606632633,7.867944711160858
1.0868954506234547,0,0,70.8564052308,1.4226306212850257,1.6928029874826744,XB-GENE-1017506,12.50978904836519,4.554803313805146,1.2799334324227132,3.558625158484702,3.728011330957388e-4,0.02471844334142077,myod1.S,myogenic differentiation 1 S homeolog,MyoD|XMyoD|XtmyoD|mf25|myod1-a|myod1-b|myogenic factor 3,NCBI_Gene:379053|UniprotKB:Q8AVZ0|UniprotKB:P13904,0.12153991677709515,-9.965784284662087,-9.965784284662087,6.14684673040853,0.5095748696412428,0.7602660792090948
67.3875179386542,39.99637497011274,47.49776756807266,264.6695136562235,193.47776449476348,288.622909365796,XB-GENE-1018109,150.27530799893708,2.2842428338410183,0.2785993954264061,8.199022938814727,2.423486838937776e-16,4.852790046289003e-13,hes6.1.L,"hairy and enhancer of split 6, gene 1 L homeolog",XHes6|Xhes-6,NCBI_Gene:100037036|UniprotKB:A0A1L8GB50,6.074430892168169,5.321833413840558,5.569818175773128,8.048053666166465,7.596031420023997,8.173047006217493
4.347581802493819,4.137556031390973,0.7786519273454534,43.06957965009411,18.494198076705334,55.016097093186914,XB-GENE-1018521,20.973944096869435,3.715286975244055,0.8371753237899855,4.437884000718678,9.084755306594102e-6,0.00119679697538973,fgf3.S,fibroblast growth factor 3 S homeolog,INT-2|fgf-3|int-2|xfgf3,NA,2.1205449733505777,2.049127490011756,-0.3590979129255832,5.428630834596434,4.209078846160316,5.781808114589669
14.129640858104914,0,0.7786519273454534,93.08586569536467,119.50097218794215,154.04507186092337,XB-GENE-1033836,63.59003375494677,6.370664642334762,1.622318753623991,3.926888367716735,8.605189523510425e-5,0.00749175282690316,vegt.S,vegt protein S homeolog,antipodean|brat|tVegT|vegt-a|vegt-b|xombi,NCBI_Gene:397990|UniprotKB:O13161|UniprotKB:A0A8J0TRR6|UniprotKB:A0A8J0TQV3|UniprotKB:A0A974DWQ7,3.820754991687594,-9.965784284662087,-0.3590979129255832,6.540505716668081,6.9008906175396225,7.2672180842323515
1128.1974777471462,2168.07936044887,1673.3229918653794,623.1195636473293,1811.0087808958376,1253.5206122309205,XB-GENE-1188361,1442.8747978059141,-0.5082014504029078,0.15333311317223222,-3.3143620441076407,9.185249253313136e-4,0.04840142922324796,pof1b.S,"POF1B, actin binding protein S homeolog",pof,NCBI_Gene:446250|UniprotKB:B1H1Q8,10.139805180122815,11.082202516202788,10.708501094176475,9.283367517948697,10.822578622673975,10.291771154858335
