lm_pro_1,lm_pro_2,lm_pro_3,lm_meta_1,lm_meta_2,lm_meta_3,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,description,log2_lm_pro_1,log2_lm_pro_2,log2_lm_pro_3,log2_lm_meta_1,log2_lm_meta_2,log2_lm_meta_3
1.5349958774258756,2.1838454052942313,5.028569499921377,16.56198893016244,18.949295054196178,28.678359262869648,LmxM.00:ncRNA:rfamscan:525827-525994,12.156175671644958,-2.928725906574345,0.7039473461285446,-4.160433195296887,3.176445222954211e-5,2.140083644935498e-4,unspecified product,0.6191743439072288,1.1275312015081027,2.3304349195321756,4.049891137629244,4.244148406075906,4.8419408874555465
5.372485570990564,2.1838454052942313,0,11.465992336266304,27.239611640407,19.62203528512134,LmxM.00:ncRNA:rfamscan:525843-525979,10.980661706346572,-2.859509173181418,0.7630967308418839,-3.747243380307336,1.7878859462639146e-4,9.650923690741296e-4,unspecified product,2.425858211990249,1.1275312015081027,-9.965784284662087,3.5194151330974517,4.767687191801055,4.294476309334641
59651.47479264695,48438.7830121287,55739.6814788285,16460.068998284518,13812.851763568122,15965.544479105458,LmxM.00:rRNA:rfamscan:1128121-1128229,35011.40075409371,1.8250327997303823,0.12915652561923494,14.13039558768206,2.4675427247577436e-45,1.8926052698891894e-42,unspecified product,15.86427021055286,15.563875028196655,15.76641716370046,14.006682850543692,13.753723689212002,13.96267422444346
3841.3271832582536,3960.4036425010886,3251.4730386491624,589.8616057434776,465.44205976869347,362.2529591099323,LmxM.00:rRNA:rfamscan:576565-576732,2078.4600815051012,2.9689745457034364,0.16767244741295412,17.706991169463052,3.7034806923123446e-70,1.0415422200346416e-66,unspecified product,11.907389510216372,11.951432125549262,11.666878189307047,9.204235142391932,8.862460875466633,8.50085764700221
324.65162807557266,283.8999026882501,263.49704179588014,14.013990633214371,30.79260446306878,27.923665598057287,LmxM.00:rRNA:rfamscan:655615-655782,157.46313887567388,3.5561115174923867,0.2575606849065957,13.80688795256935,2.3162370384417663e-43,1.628507657777765e-40,unspecified product,8.342753077859204,8.149243626021924,8.041648430187992,3.808898875046589,4.944558842966365,4.803468099215897
171.15204033298514,126.66303350706542,132.75423479792437,59.87795997827959,63.95387080791208,73.20528548679884,LmxM.01.0030,104.60107081849424,1.123474536591362,0.23530883807142125,4.774468081179185,1.8018285691068024e-6,1.7393624299260977e-5,Kinesin-13 1 putative,7.4191431101351055,6.984863116406229,7.052624940206069,5.903977258715076,5.998982333944567,6.193895618414883
152.73208980387463,147.40956485736064,125.71423749803444,271.3618186249692,219.10122406414325,255.0864587065774,LmxM.01.0040,195.2342322591599,-0.8062365744333617,0.18564252580471777,-4.342951976862581,1.4058087250947564e-5,1.0580560404660534e-4,hypothetical protein unknown function,7.2548688473533645,7.203696115300784,6.974015714080094,8.084079250030022,7.775460318694484,7.994848160817836
62.9348309744609,44.768830808531746,73.4171146988521,26.75398211795471,34.34559728573056,24.904890938807853,LmxM.01.0060,44.52087447072298,1.088435144330507,0.3332965049383145,3.265666240730461,0.00109206882742936,0.00452543452702431,hypothetical protein conserved,5.9758097089911555,5.4844549609922675,6.198064162885996,4.741735659582695,5.102095273343691,4.638415115213646
138.1496289683288,170.33994161295004,173.98850469727964,487.94167386555495,593.3498013845176,469.4194595132874,LmxM.01.0160,338.8648350069864,-1.6877784348163063,0.17316107380750623,-9.746869765271368,1.902439196333277e-22,2.2929827856376942e-20,LSM domain containing protein putative,7.110098320201809,7.412281419641933,7.442856472987478,8.93056785193184,9.212741498222252,8.874736912324153
174.22203208783688,180.1672459367741,188.0684992970595,96.82393528402656,126.7234106749369,107.166500403355,LmxM.01.0270,145.52860394733148,0.7134543683270413,0.19972328126281144,3.572214334833717,3.539755136873015e-4,0.0017213206968183,thioredoxin putative,7.444791548972331,7.493200953055121,7.555122084457971,6.5973067268709595,6.985550644541941,6.7437236504615985
